EmployeeID,Department,JobRole,Age,Gender,TenureYears,PerformanceScore,ActiveStatus
EMP-10433,Sales,Account Executive,35,Female,5.8,1,1
EMP-10434,Marketing,Campaign Manager,34,Female,2.2,3,1
EMP-10435,Engineering,Engineering Manager,36,Male,3.6,3,1
EMP-10436,Engineering,Software Engineer,47,Male,5.0,4,0
EMP-10437,Sales,Account Executive,56,Female,4.4,3,1
EMP-10438,Engineering,Data Engineer,47,Male,1.4,1,1
EMP-10439,Marketing,Marketing Analyst,42,Male,3.0,3,1
EMP-10440,Finance,FP&A Manager,42,Female,1.2,2,0
EMP-10441,Marketing,Marketing Analyst,29,Male,1.7,3,0
EMP-10442,Operations,Supply Chain Manager,29,Male,3.0,4,1
EMP-10443,Engineering,Engineering Manager,34,Male,2.6,2,1
EMP-10444,Engineering,Engineering Manager,30,Female,6.5,3,1
EMP-10445,Finance,Financial Analyst,33,Male,2.0,3,1
EMP-10446,Engineering,Software Engineer,44,Female,5.6,4,1
EMP-10447,Sales,Account Executive,28,Male,3.1,3,1
EMP-10448,Engineering,Data Engineer,37,Female,2.6,3,1
EMP-10449,Sales,Sales Operations Analyst,40,Female,2.9,2,0
EMP-10450,Finance,Financial Analyst,39,Female,1.7,2,1
EMP-10451,Finance,FP&A Manager,40,Female,3.1,3,1
EMP-10452,Engineering,Data Engineer,22,Female,0.9,3,1
EMP-10453,Finance,Controller,45,Female,1.8,3,1
EMP-10454,Engineering,Software Engineer,31,Male,4.0,3,1
EMP-10455,Engineering,Engineering Manager,42,Female,4.1,3,1
EMP-10456,Engineering,QA Analyst,60,Female,1.3,4,1
EMP-10457,Engineering,QA Analyst,50,Male,14.0,2,1
EMP-10458,Finance,Financial Analyst,60,Male,6.1,3,1
EMP-10459,Operations,Supply Chain Manager,45,Female,1.9,3,1
EMP-10460,Engineering,Data Engineer,46,Nonbinary,6.3,4,0
EMP-10461,Operations,Process Lead,43,Male,8.9,4,1
EMP-10462,Engineering,Software Engineer,42,Female,5.8,2,1
EMP-10463,Engineering,QA Analyst,26,Male,0.5,4,0
EMP-10464,Operations,Process Lead,39,Male,1.7,3,1
EMP-10465,Sales,Account Executive,60,Male,2.6,2,1
EMP-10466,Operations,Operations Analyst,28,Female,2.7,2,1
EMP-10467,Engineering,QA Analyst,31,Nonbinary,3.2,3,1
EMP-10468,Engineering,QA Analyst,26,Male,6.9,3,0
EMP-10469,HR,Recruiter,29,Male,2.6,3,1
EMP-10470,Sales,Account Executive,33,Female,2.5,4,1
EMP-10471,Engineering,Software Engineer,43,Female,3.1,3,0
EMP-10472,Sales,Sales Operations Analyst,37,Female,2.8,3,1
EMP-10473,Engineering,QA Analyst,36,Female,1.2,3,1
EMP-10474,Operations,Supply Chain Manager,59,Male,2.6,4,1
EMP-10475,Engineering,Data Engineer,47,Female,3.3,3,0
EMP-10476,Engineering,Engineering Manager,31,Male,4.5,4,0
EMP-10477,Engineering,Software Engineer,33,Female,5.1,4,1
EMP-10478,Finance,FP&A Manager,41,Female,9.1,3,1
EMP-10479,Sales,Sales Operations Analyst,33,Female,0.2,4,1
EMP-10480,Marketing,Campaign Manager,58,Male,1.8,3,0
EMP-10481,HR,HR Business Partner,24,Male,1.9,4,1
EMP-10482,Finance,FP&A Manager,57,Female,3.4,3,1
EMP-10483,Operations,Supply Chain Manager,55,Male,2.2,3,1
EMP-10484,Customer Success,Implementation Consultant,44,Female,2.4,3,1
EMP-10485,Operations,Operations Analyst,55,Male,2.3,2,1
EMP-10486,Operations,Operations Analyst,24,Male,5.0,1,1
EMP-10487,Engineering,Data Engineer,51,Female,1.2,2,1
EMP-10488,Customer Success,Implementation Consultant,27,Male,6.1,2,1
EMP-10489,Marketing,Content Strategist,27,Male,3.8,4,0
EMP-10490,Sales,Sales Manager,32,Male,4.5,4,1
EMP-10491,Customer Success,Implementation Consultant,55,Male,2.2,3,1
EMP-10492,Operations,Operations Analyst,52,Male,1.9,3,0
EMP-10493,Customer Success,CS Manager,22,Female,3.6,2,1
EMP-10494,Engineering,QA Analyst,38,Male,8.0,4,1
EMP-10495,Sales,Account Executive,41,Nonbinary,0.5,1,1
EMP-10496,Marketing,Campaign Manager,46,Male,1.8,3,1
EMP-10497,Operations,Process Lead,30,Female,2.5,2,1
EMP-10498,Finance,FP&A Manager,49,Female,10.6,3,1
EMP-10499,HR,People Operations Analyst,31,Female,0.8,4,1
EMP-10500,Finance,Financial Analyst,37,Male,6.5,3,1
EMP-10501,Marketing,Content Strategist,56,Male,1.3,3,1
EMP-10502,HR,Recruiter,33,Female,3.1,3,1
EMP-10503,Engineering,Data Engineer,52,Female,5.3,2,0
EMP-10504,Finance,FP&A Manager,23,Female,1.1,3,1
EMP-10505,Marketing,Campaign Manager,46,Male,1.7,2,1
EMP-10506,Operations,Process Lead,27,Female,0.7,4,1
EMP-10507,Engineering,Software Engineer,54,Female,0.7,4,1
EMP-10508,Operations,Operations Analyst,52,Female,1.5,3,1
EMP-10509,Engineering,Data Engineer,29,Female,1.8,2,1
EMP-10510,Engineering,QA Analyst,45,Male,11.0,3,0
EMP-10511,Engineering,Software Engineer,58,Male,1.8,4,1
EMP-10512,HR,People Operations Analyst,55,Male,3.3,2,1
EMP-10513,Sales,Account Executive,57,Female,7.0,2,1
EMP-10514,Engineering,Data Engineer,45,Male,4.6,2,1
EMP-10515,Operations,Process Lead,47,Male,2.9,2,1
EMP-10516,Sales,Sales Operations Analyst,50,Female,4.2,4,1
EMP-10517,Engineering,Engineering Manager,23,Female,1.8,3,1
EMP-10518,Sales,Sales Manager,53,Male,2.1,4,1
EMP-10519,Engineering,QA Analyst,47,Male,2.3,4,0
EMP-10520,Engineering,Engineering Manager,43,Female,5.6,3,1
EMP-10521,Operations,Supply Chain Manager,43,Female,1.0,2,1
EMP-10522,Customer Success,CS Manager,51,Female,0.6,3,1
EMP-10523,Engineering,Data Engineer,26,Female,1.4,3,1
EMP-10524,Sales,Account Executive,42,Male,7.1,4,1
EMP-10525,Customer Success,Implementation Consultant,55,Male,3.9,2,1
EMP-10526,Customer Success,CS Manager,57,Female,3.3,3,1
EMP-10527,Sales,Sales Manager,38,Male,2.6,3,1
EMP-10528,Engineering,Software Engineer,44,Female,4.4,4,1
EMP-10529,Operations,Supply Chain Manager,47,Male,2.7,2,0
EMP-10530,Engineering,Data Engineer,27,Female,3.9,1,1
EMP-10531,Sales,Sales Operations Analyst,57,Female,1.2,2,1
EMP-10532,Finance,Financial Analyst,48,Male,3.2,3,1
EMP-10533,Finance,Controller,52,Female,3.8,3,1
EMP-10534,Engineering,Software Engineer,33,Female,2.8,3,1
EMP-10535,Engineering,QA Analyst,32,Male,6.3,2,1
EMP-10536,Finance,Financial Analyst,59,Female,6.7,2,1
EMP-10537,Finance,Controller,33,Male,1.1,2,1
EMP-10538,Sales,Sales Manager,54,Female,4.3,4,1
EMP-10539,Sales,Account Executive,59,Female,2.9,3,1
EMP-10540,Finance,Controller,31,Male,3.5,3,1
EMP-10541,Customer Success,Implementation Consultant,40,Female,1.2,4,1
EMP-10542,Operations,Supply Chain Manager,24,Male,5.2,3,0
EMP-10543,Customer Success,CS Manager,35,Female,0.1,3,1
EMP-10544,Operations,Process Lead,24,Male,7.2,2,0
EMP-10545,Engineering,Data Engineer,58,Female,1.4,4,1
EMP-10546,Engineering,QA Analyst,44,Male,2.3,2,1
EMP-10547,Sales,Sales Manager,28,Female,5.2,3,1
EMP-10548,Engineering,Software Engineer,22,Female,2.3,4,1
EMP-10549,HR,HR Business Partner,39,Female,2.3,3,1
EMP-10550,Operations,Process Lead,26,Male,4.5,3,1
EMP-10551,HR,HR Business Partner,34,Female,1.2,3,0
EMP-10552,Marketing,Marketing Analyst,52,Female,3.9,3,1
EMP-10553,Marketing,Marketing Analyst,53,Male,4.6,4,1
EMP-10554,Engineering,Engineering Manager,60,Male,1.6,3,1
EMP-10555,Sales,Sales Operations Analyst,28,Female,6.5,3,1
EMP-10556,Operations,Operations Analyst,43,Male,4.9,2,1
EMP-10557,Engineering,Data Engineer,36,Female,3.1,3,1
EMP-10558,Engineering,Software Engineer,38,Female,4.5,2,0
EMP-10559,Finance,Financial Analyst,40,Male,6.8,4,1
EMP-10560,HR,People Operations Analyst,41,Male,4.3,1,1
EMP-10561,Engineering,QA Analyst,48,Male,4.9,3,1
EMP-10562,Finance,Controller,43,Female,5.8,4,0
EMP-10563,Engineering,Engineering Manager,40,Female,3.7,3,1
EMP-10564,Operations,Supply Chain Manager,45,Female,0.9,3,1
EMP-10565,Engineering,Data Engineer,37,Male,2.4,3,1
EMP-10566,Engineering,Engineering Manager,51,Male,6.0,2,1
EMP-10567,Engineering,QA Analyst,23,Female,3.0,3,1
EMP-10568,Sales,Account Executive,36,Male,0.9,3,1
EMP-10569,Engineering,Engineering Manager,59,Female,4.8,3,1
EMP-10570,Operations,Supply Chain Manager,58,Male,1.5,2,1
EMP-10571,Engineering,Data Engineer,56,Female,4.6,3,1
EMP-10572,Sales,Account Executive,42,Male,1.7,3,1
EMP-10573,Finance,FP&A Manager,57,Female,4.7,3,1
EMP-10574,Operations,Process Lead,32,Male,1.0,1,1
EMP-10575,Marketing,Campaign Manager,56,Female,1.1,3,0
EMP-10576,HR,People Operations Analyst,44,Female,2.0,3,0
EMP-10577,Engineering,Software Engineer,22,Female,9.4,3,1
EMP-10578,Finance,Controller,50,Female,3.8,2,1
EMP-10579,Operations,Supply Chain Manager,30,Female,5.9,4,1
EMP-10580,Operations,Supply Chain Manager,25,Male,10.4,3,0
EMP-10581,Finance,Controller,48,Nonbinary,1.6,3,1
EMP-10582,Marketing,Marketing Analyst,31,Male,3.4,3,1
EMP-10583,Customer Success,CS Manager,30,Male,14.0,2,1
EMP-10584,Marketing,Marketing Analyst,40,Male,2.1,1,1
EMP-10585,Engineering,Engineering Manager,55,Female,5.0,4,1
EMP-10586,Customer Success,Implementation Consultant,42,Male,7.1,3,1
EMP-10587,Finance,Financial Analyst,57,Female,3.7,2,0
EMP-10588,Engineering,Data Engineer,36,Male,6.6,3,1
EMP-10589,Sales,Account Executive,42,Male,7.3,3,1
EMP-10590,Sales,Sales Operations Analyst,51,Female,4.9,3,1
EMP-10591,Operations,Operations Analyst,55,Male,1.7,1,1
EMP-10592,Finance,FP&A Manager,25,Female,7.7,1,1
EMP-10593,Marketing,Marketing Analyst,42,Female,10.6,4,1
EMP-10594,Customer Success,Support Specialist,39,Male,1.7,4,1
EMP-10595,Engineering,Data Engineer,43,Female,2.4,2,0
EMP-10596,Engineering,Engineering Manager,36,Male,4.9,4,1
EMP-10597,HR,Recruiter,54,Male,4.2,3,1
EMP-10598,Engineering,Software Engineer,34,Male,3.5,3,1
EMP-10599,Sales,Sales Operations Analyst,31,Female,11.6,3,1
EMP-10600,HR,Recruiter,26,Female,5.0,3,1
EMP-10601,Engineering,Data Engineer,46,Male,4.2,4,1
EMP-10602,HR,Recruiter,37,Male,1.9,2,1
EMP-10603,Engineering,QA Analyst,47,Female,4.0,3,0
EMP-10604,Sales,Sales Manager,60,Female,5.2,4,1
EMP-10605,HR,People Operations Analyst,23,Female,2.8,4,1
EMP-10606,HR,HR Business Partner,33,Male,2.4,3,0
EMP-10607,Sales,Sales Manager,41,Male,2.5,4,0
EMP-10608,Sales,Sales Operations Analyst,50,Female,0.7,3,1
EMP-10609,Sales,Sales Manager,25,Female,9.1,3,1
EMP-10610,Engineering,Engineering Manager,26,Female,3.8,2,1
EMP-10611,Engineering,Software Engineer,26,Female,1.4,1,0
EMP-10612,Engineering,Data Engineer,23,Male,3.4,2,1
EMP-10613,Engineering,QA Analyst,41,Female,2.4,3,0
EMP-10614,Customer Success,Implementation Consultant,46,Female,4.8,3,0
EMP-10615,Sales,Account Executive,29,Male,2.9,3,1
EMP-10616,Finance,Financial Analyst,35,Male,3.9,1,1
EMP-10617,Marketing,Marketing Analyst,43,Male,5.0,3,1
EMP-10618,Customer Success,Support Specialist,44,Female,1.5,4,1
EMP-10619,Engineering,Engineering Manager,30,Male,7.3,3,1
EMP-10620,Marketing,Content Strategist,52,Male,2.7,2,1
EMP-10621,Sales,Sales Manager,51,Male,7.9,4,1
EMP-10622,Finance,Controller,34,Female,2.3,2,1
EMP-10623,HR,Recruiter,35,Female,1.1,2,1
EMP-10624,Finance,Controller,52,Male,3.4,2,1
EMP-10625,Engineering,QA Analyst,47,Male,3.1,3,0
EMP-10626,HR,People Operations Analyst,51,Female,1.8,4,1
EMP-10627,Engineering,QA Analyst,22,Female,3.3,1,1
EMP-10628,HR,HR Business Partner,23,Male,0.6,1,1
EMP-10629,Sales,Sales Manager,31,Female,7.1,3,1
EMP-10630,Marketing,Marketing Analyst,26,Female,3.2,4,1
EMP-10631,Operations,Operations Analyst,31,Male,1.4,2,1
EMP-10632,Engineering,Engineering Manager,38,Male,5.4,2,1
EMP-10633,Finance,FP&A Manager,45,Male,4.6,3,0
EMP-10634,Engineering,QA Analyst,58,Female,8.6,1,1
EMP-10635,Engineering,Data Engineer,39,Male,14.0,4,1
EMP-10636,Sales,Sales Manager,60,Male,1.6,2,1
EMP-10637,Operations,Process Lead,46,Female,7.2,2,1
EMP-10638,Marketing,Campaign Manager,50,Female,1.8,2,1
EMP-10639,Finance,FP&A Manager,33,Female,0.3,2,1
EMP-10640,Customer Success,CS Manager,35,Female,1.1,3,0
EMP-10641,Operations,Supply Chain Manager,52,Male,1.6,4,1
EMP-10642,Sales,Sales Manager,28,Male,1.1,3,1
EMP-10643,Operations,Process Lead,32,Female,1.8,4,1
EMP-10644,Customer Success,Support Specialist,32,Female,3.6,2,1
EMP-10645,Operations,Operations Analyst,26,Male,5.9,4,1
EMP-10646,Operations,Operations Analyst,29,Male,3.5,2,1
EMP-10647,Finance,Financial Analyst,44,Male,9.9,4,1
EMP-10648,HR,People Operations Analyst,30,Female,3.2,2,1
EMP-10649,Engineering,Engineering Manager,50,Female,0.5,4,1
EMP-10650,Customer Success,Support Specialist,28,Male,3.6,2,1
EMP-10651,Sales,Sales Manager,28,Female,0.3,2,1
EMP-10652,Engineering,Engineering Manager,49,Female,1.1,2,1
EMP-10653,Engineering,QA Analyst,35,Male,6.2,1,0
EMP-10654,Customer Success,CS Manager,34,Male,4.5,2,0
EMP-10655,Operations,Process Lead,25,Male,4.3,4,1
EMP-10656,Sales,Sales Operations Analyst,50,Female,4.7,3,1
EMP-10657,Engineering,QA Analyst,50,Female,2.6,4,1
EMP-10658,Sales,Sales Operations Analyst,22,Male,4.7,2,1
EMP-10659,Operations,Operations Analyst,26,Male,9.7,3,0
EMP-10660,Marketing,Marketing Analyst,54,Male,5.7,2,1
EMP-10661,Marketing,Marketing Analyst,32,Female,1.9,2,0
EMP-10662,Engineering,Software Engineer,31,Male,8.5,4,1
EMP-10663,Marketing,Content Strategist,50,Female,2.8,3,1
EMP-10664,Operations,Supply Chain Manager,60,Female,1.2,3,0
EMP-10665,Customer Success,CS Manager,30,Male,3.7,4,1
EMP-10666,Operations,Operations Analyst,60,Female,4.2,3,1
EMP-10667,Customer Success,CS Manager,29,Male,3.7,3,0
EMP-10668,Sales,Account Executive,23,Nonbinary,4.6,3,1
EMP-10669,Sales,Sales Operations Analyst,42,Male,3.0,3,1
EMP-10670,Finance,Controller,45,Female,4.7,3,1
EMP-10671,Operations,Supply Chain Manager,60,Female,2.9,1,1
EMP-10672,Marketing,Marketing Analyst,23,Nonbinary,11.2,3,1
EMP-10673,Operations,Operations Analyst,51,Female,2.0,3,1
EMP-10674,Engineering,QA Analyst,40,Male,0.5,2,1
EMP-10675,Marketing,Content Strategist,32,Male,4.3,2,1
EMP-10676,Customer Success,CS Manager,31,Female,2.2,4,0
EMP-10677,Customer Success,CS Manager,37,Female,8.7,2,1
EMP-10678,Engineering,Software Engineer,25,Male,5.7,3,0
EMP-10679,Sales,Sales Operations Analyst,33,Female,7.7,4,1
EMP-10680,Engineering,Software Engineer,53,Male,14.0,2,0
EMP-10681,Engineering,Software Engineer,46,Female,2.7,4,1
EMP-10682,Operations,Process Lead,39,Female,3.9,4,1
EMP-10683,Engineering,Data Engineer,40,Male,0.8,3,1
EMP-10684,HR,HR Business Partner,44,Female,3.1,3,1
EMP-10685,HR,People Operations Analyst,50,Male,0.9,2,1
EMP-10686,Engineering,QA Analyst,32,Male,2.9,2,1
EMP-10687,Finance,FP&A Manager,23,Male,1.3,3,0
EMP-10688,Sales,Sales Manager,36,Female,3.4,2,1
EMP-10689,Sales,Sales Manager,58,Female,4.0,4,1
EMP-10690,Finance,Financial Analyst,32,Female,5.6,2,1
EMP-10691,Finance,FP&A Manager,51,Female,6.5,1,1
EMP-10692,Engineering,Data Engineer,42,Male,4.1,3,1
EMP-10693,Engineering,Engineering Manager,49,Male,3.0,3,1
EMP-10694,Customer Success,Support Specialist,58,Female,0.4,3,1
EMP-10695,Operations,Supply Chain Manager,53,Female,3.6,3,1
EMP-10696,Engineering,Software Engineer,35,Female,4.6,3,0
EMP-10697,Sales,Account Executive,44,Male,5.3,3,1
EMP-10698,Engineering,QA Analyst,36,Female,2.6,3,1
EMP-10699,Engineering,Data Engineer,26,Male,3.6,3,1
EMP-10700,Operations,Supply Chain Manager,37,Female,8.5,4,0
EMP-10701,Operations,Operations Analyst,43,Male,2.0,3,0
EMP-10702,Customer Success,Implementation Consultant,24,Male,2.2,4,1
EMP-10703,Finance,Financial Analyst,38,Male,3.1,1,1
EMP-10704,Marketing,Content Strategist,55,Male,5.0,3,1
EMP-10705,Marketing,Marketing Analyst,40,Female,7.0,4,0
EMP-10706,Engineering,Software Engineer,37,Female,2.2,4,1
EMP-10707,Engineering,Engineering Manager,60,Male,1.7,3,1
EMP-10708,Engineering,Engineering Manager,35,Female,3.6,3,1
EMP-10709,Engineering,Software Engineer,22,Female,9.2,4,1
EMP-10710,Operations,Process Lead,33,Female,2.3,3,1
EMP-10711,Engineering,QA Analyst,27,Female,2.7,1,1
EMP-10712,Customer Success,Support Specialist,50,Male,5.0,3,1
EMP-10713,Engineering,QA Analyst,51,Female,3.1,3,1
EMP-10714,Customer Success,Support Specialist,36,Male,6.9,2,1
EMP-10715,Sales,Sales Manager,28,Female,3.2,3,1
EMP-10716,Operations,Operations Analyst,39,Female,0.8,2,1
EMP-10717,Engineering,Data Engineer,36,Female,5.5,1,1
EMP-10718,Customer Success,Implementation Consultant,25,Female,1.8,4,1
EMP-10719,Sales,Sales Manager,35,Male,2.3,3,1
EMP-10720,Engineering,Software Engineer,46,Male,1.5,3,1
EMP-10721,Engineering,Software Engineer,38,Male,3.3,2,1
EMP-10722,Sales,Sales Operations Analyst,45,Female,3.4,4,1
EMP-10723,HR,People Operations Analyst,38,Male,3.1,3,1
EMP-10724,Finance,FP&A Manager,26,Female,6.0,3,1
EMP-10725,Engineering,Engineering Manager,42,Female,0.8,3,1
EMP-10726,Engineering,QA Analyst,26,Female,3.5,2,1
EMP-10727,HR,People Operations Analyst,25,Male,3.2,2,1
EMP-10728,Finance,Controller,47,Female,1.0,2,1
EMP-10729,Customer Success,Support Specialist,60,Female,4.1,3,1
EMP-10730,Sales,Account Executive,23,Female,6.0,4,1
EMP-10731,HR,People Operations Analyst,26,Female,3.3,1,1
EMP-10732,Marketing,Campaign Manager,50,Male,4.1,3,1
EMP-10733,Engineering,Engineering Manager,29,Male,4.8,4,1
EMP-10734,Marketing,Marketing Analyst,26,Male,9.2,2,1
EMP-10735,Operations,Supply Chain Manager,35,Male,1.8,2,1
EMP-10736,Engineering,Data Engineer,40,Female,1.4,3,1
EMP-10737,Sales,Sales Operations Analyst,34,Male,4.7,1,1
EMP-10738,Operations,Process Lead,34,Male,0.9,2,0
EMP-10739,Sales,Sales Manager,43,Male,6.9,4,1
EMP-10740,Finance,Financial Analyst,39,Female,1.7,2,1
EMP-10741,Marketing,Content Strategist,30,Male,0.9,3,1
EMP-10742,Operations,Process Lead,30,Male,5.4,4,1
EMP-10743,Engineering,Software Engineer,23,Male,3.7,3,1
EMP-10744,Operations,Process Lead,24,Female,4.3,3,1
EMP-10745,Operations,Operations Analyst,50,Male,5.8,3,1
EMP-10746,Customer Success,CS Manager,22,Female,4.7,1,1
EMP-10747,Engineering,Data Engineer,35,Female,1.9,4,1
EMP-10748,Sales,Sales Operations Analyst,60,Female,4.6,4,1
EMP-10749,Marketing,Marketing Analyst,41,Male,7.8,4,1
EMP-10750,Finance,Financial Analyst,57,Male,2.9,3,0
EMP-10751,Marketing,Marketing Analyst,38,Male,2.7,2,1
EMP-10752,Customer Success,Support Specialist,35,Nonbinary,3.6,1,1
EMP-10753,Sales,Sales Operations Analyst,55,Male,2.3,4,1
EMP-10754,Sales,Sales Manager,37,Male,1.3,4,1
EMP-10755,Finance,FP&A Manager,44,Male,1.9,2,1
EMP-10756,Customer Success,Support Specialist,38,Female,0.9,3,1
EMP-10757,Engineering,Software Engineer,31,Female,2.1,3,1
EMP-10758,Operations,Supply Chain Manager,36,Female,2.7,2,1
EMP-10759,Sales,Sales Operations Analyst,43,Male,2.4,4,1
EMP-10760,Marketing,Marketing Analyst,49,Female,1.9,3,1
EMP-10761,Finance,FP&A Manager,22,Female,4.8,2,1
EMP-10762,Marketing,Marketing Analyst,58,Male,3.4,2,1
EMP-10763,Engineering,Software Engineer,26,Male,3.4,2,1
EMP-10764,HR,Recruiter,38,Male,2.9,1,1
EMP-10765,Engineering,Engineering Manager,42,Female,5.0,3,1
EMP-10766,Operations,Process Lead,45,Female,4.8,2,1
EMP-10767,Operations,Operations Analyst,34,Male,0.7,3,0
EMP-10768,Customer Success,Implementation Consultant,51,Female,5.9,4,1
EMP-10769,Sales,Sales Operations Analyst,30,Female,5.1,3,1
EMP-10770,Sales,Sales Operations Analyst,47,Female,3.3,3,1
EMP-10771,Engineering,Engineering Manager,34,Female,1.8,1,1
EMP-10772,Finance,FP&A Manager,36,Male,3.2,2,1
EMP-10773,Customer Success,Implementation Consultant,60,Male,8.0,1,1
EMP-10774,Marketing,Content Strategist,53,Female,6.9,3,1
EMP-10775,Marketing,Content Strategist,32,Male,0.6,4,1
EMP-10776,Operations,Supply Chain Manager,39,Male,2.9,1,1
EMP-10777,HR,HR Business Partner,55,Female,8.2,3,0
EMP-10778,Engineering,Data Engineer,59,Male,1.2,1,1
EMP-10779,HR,HR Business Partner,53,Female,0.8,2,1
EMP-10780,Customer Success,Support Specialist,30,Female,4.7,2,1
EMP-10781,Sales,Account Executive,39,Female,2.1,3,1
EMP-10782,Sales,Sales Operations Analyst,44,Female,2.4,3,0
EMP-10783,Customer Success,Support Specialist,42,Female,2.0,3,1
EMP-10784,Sales,Sales Operations Analyst,57,Male,3.7,4,1
EMP-10785,Operations,Process Lead,52,Female,6.0,2,1
EMP-10786,Engineering,Engineering Manager,56,Female,6.1,4,0
EMP-10787,Engineering,Engineering Manager,25,Female,0.6,1,1
EMP-10788,Customer Success,CS Manager,30,Female,3.0,2,1
EMP-10789,Sales,Sales Operations Analyst,32,Female,5.0,4,1
EMP-10790,Engineering,Data Engineer,29,Male,2.4,2,1
EMP-10791,Engineering,Data Engineer,24,Male,6.0,4,1
EMP-10792,Sales,Sales Manager,29,Female,2.1,2,0
EMP-10793,Operations,Operations Analyst,47,Male,2.3,3,1
EMP-10794,Customer Success,Support Specialist,38,Female,3.6,3,1
EMP-10795,HR,Recruiter,26,Male,1.2,1,0
EMP-10796,HR,People Operations Analyst,22,Male,3.0,3,0
EMP-10797,Operations,Process Lead,30,Female,4.5,2,1
EMP-10798,Customer Success,Support Specialist,37,Female,6.2,3,1
EMP-10799,Engineering,Engineering Manager,23,Female,0.2,4,1
EMP-10800,Sales,Account Executive,37,Male,7.0,2,1
EMP-10801,Marketing,Campaign Manager,31,Female,3.9,1,1
EMP-10802,Engineering,Data Engineer,25,Male,5.3,4,1
EMP-10803,Engineering,Engineering Manager,53,Female,4.9,3,1
EMP-10804,Operations,Operations Analyst,30,Female,3.7,3,1
EMP-10805,Engineering,QA Analyst,36,Male,0.7,2,1
EMP-10806,Engineering,Software Engineer,26,Male,2.7,3,1
EMP-10807,Sales,Sales Operations Analyst,32,Female,1.9,3,1
EMP-10808,Engineering,Engineering Manager,39,Female,0.9,3,1
EMP-10809,Sales,Account Executive,32,Female,7.6,3,1
EMP-10810,Engineering,Engineering Manager,45,Female,1.2,4,1
EMP-10811,Customer Success,Implementation Consultant,37,Female,2.3,4,1
EMP-10812,Engineering,QA Analyst,40,Male,4.9,2,1
EMP-10813,Marketing,Marketing Analyst,29,Male,3.0,3,1
EMP-10814,Engineering,Data Engineer,38,Female,6.9,1,1
EMP-10815,Engineering,Software Engineer,30,Female,3.7,3,1
EMP-10816,Operations,Supply Chain Manager,27,Female,4.4,3,0
EMP-10817,Engineering,Engineering Manager,33,Female,0.8,2,1
EMP-10818,Sales,Sales Operations Analyst,25,Female,3.1,2,1
EMP-10819,Sales,Account Executive,40,Female,3.2,4,1
EMP-10820,Marketing,Marketing Analyst,23,Male,5.1,3,0
EMP-10821,Customer Success,Support Specialist,54,Male,4.4,3,1
EMP-10822,Engineering,QA Analyst,46,Female,2.9,4,0
EMP-10823,Engineering,Software Engineer,33,Female,3.8,2,1
EMP-10824,HR,HR Business Partner,23,Male,3.4,3,1
EMP-10825,Engineering,Data Engineer,59,Female,4.7,2,0
EMP-10826,Engineering,Engineering Manager,33,Female,3.4,1,1
EMP-10827,Operations,Supply Chain Manager,51,Female,3.8,3,1
EMP-10828,Engineering,Data Engineer,31,Nonbinary,1.1,3,1
EMP-10829,Operations,Supply Chain Manager,24,Female,7.0,3,1
EMP-10830,Finance,Controller,59,Female,1.2,3,1
EMP-10831,Operations,Process Lead,50,Female,0.8,2,1
EMP-10832,Customer Success,Support Specialist,42,Male,2.0,4,1
EMP-10833,Engineering,QA Analyst,24,Male,6.8,2,1
EMP-10834,Engineering,QA Analyst,42,Male,2.7,3,0
EMP-10835,Sales,Sales Manager,30,Female,2.3,2,1
EMP-10836,Customer Success,CS Manager,43,Male,5.9,3,1
EMP-10837,Customer Success,Support Specialist,29,Female,0.7,2,1
EMP-10838,Engineering,Engineering Manager,51,Female,2.9,3,1
EMP-10839,Operations,Process Lead,45,Male,3.6,3,1
EMP-10840,Finance,Controller,55,Female,10.8,3,1
EMP-10841,HR,Recruiter,22,Female,2.4,1,1
EMP-10842,Customer Success,Implementation Consultant,42,Male,3.8,3,0
EMP-10843,Engineering,Engineering Manager,51,Female,0.4,3,1
EMP-10844,Operations,Operations Analyst,53,Female,3.0,3,0
EMP-10845,Sales,Account Executive,35,Male,4.5,3,1
EMP-10846,Customer Success,Support Specialist,43,Male,1.8,2,1
EMP-10847,Sales,Sales Manager,27,Female,1.0,3,0
EMP-10848,Sales,Sales Manager,31,Female,3.2,4,1
EMP-10849,Operations,Operations Analyst,51,Female,0.3,4,1
EMP-10850,Engineering,Data Engineer,30,Female,1.6,1,1
EMP-10851,Engineering,Data Engineer,31,Female,2.5,2,1
EMP-10852,Finance,Controller,27,Female,4.0,3,1
EMP-10853,Marketing,Content Strategist,31,Male,5.0,3,1
EMP-10854,Customer Success,CS Manager,45,Female,0.9,3,1
EMP-10855,Operations,Process Lead,51,Male,4.3,1,1
EMP-10856,Operations,Supply Chain Manager,23,Female,6.4,3,1
EMP-10857,Customer Success,CS Manager,58,Female,2.0,2,1
EMP-10858,Finance,Financial Analyst,39,Male,2.3,2,1
EMP-10859,Engineering,Engineering Manager,41,Female,9.6,2,1
EMP-10860,Engineering,Data Engineer,31,Male,2.5,3,0
EMP-10861,Engineering,QA Analyst,35,Female,1.8,1,1
EMP-10862,Operations,Process Lead,49,Male,1.0,2,1
EMP-10863,Sales,Sales Operations Analyst,40,Female,6.2,2,0
EMP-10864,Operations,Operations Analyst,43,Female,2.3,2,1
EMP-10865,Customer Success,CS Manager,26,Male,1.5,2,1
